label,text,answer
1,"1742 oratorio featuring such choruses as ""And he shall purify"" & ""He hath borne our griefs""",The Messiah
1,"One performer in ""The Lion King"" affectionately called her cheetah puppet this, in honor of a ""Chicago"" star",Cheetah Rivera
1,"This progressive rock band from Topeka blew into the Top 10 in 1978 with ""Dust in the Wind""",Kansas
1,Joseph Haydn's brother Michael succeeded Mozart as this city's cathedral organist,Salzburg
2,"His story, ""The Short Happy Life of Francis Macomber"", was first published in Cosmopolitan magazine in 1936",Ernest Hemingway
1,I Could Have Danced All Night,My Fair Lady
3,"A new one of these was created in 1917, but the part threatening property rights proved hard to enforce",Constitution
1,Bears executive Ed McCaskey asked Gale Sayers & this man to be the NFL's first interracial roommates,Brian Piccolo
2,"She didn't start writing her ""Little House"" novels until she was in her 60s",Laura Ingalls Wilder
1,"The third witch in a 1606 play chants, ""A drum, a drum"" this title king ""doth come""",Macbeth
1,"(Hi, I'm Jeff Probst [reporting from Thailand])  Here in Thailand, this 1956 movie musical was banned & so was the non-musical 1999 film covering the same story",The King and I
0,The Ionian Sea & the Tyrrhenian Sea are parts of this larger sea,the Mediterranean Sea
2,"In his memoir ""Experience"", he explores his relationship with his author-father Kingsley",Martin Amis
0,The tunneling of this rodent ruins many a garden--it especially likes root crops,the gopher
2,"At one point in this 1862 novel, Jean Valjean owns a factory",Les Miserables
3,"Scholars have referred to the years 1585 to 1592 as ""the Lost Years"" of this English playwright",Shakespeare
1,It's the section of a symphony orchestra in which you'll find the tuba & the trombones,brass
4,"In the Batesian type of this, aka imitation, an organism evolves to look like a more noxious one so it's left alone",mimicry
1,"Despite its name, this British band heard here was a trio: ""Hold me now...""",The Thompson Twins
1,Josef Lanner was one of the first composers to write music for this dance that evolved from the landler,Waltz
3,"According to these historic prose epics by Icelanders, the Vikings established many settlements in North America",Sagas
0,"Even without its ice, this continent would have the highest average altitude",Antarctica
4,"Of a proton, neutron or electron, the one that's heaviest",Neutron
4,"8 years before ""The Origin of Species"" was published, this British naturalist wrote a paper on barnacles",Darwin
1,"He composed the music for the ballet ""Ghost Town"" 4 years before he teamed up with Oscar Hammerstein",(Richard) Rodgers
3,"In 1951 Macao became an overseas province of this country, & in 1974 a ""Special Territory""",Portugal
3,In 1986 a reactor at this Soviet nuclear power plant exploded in history's worst nuclear accident,Chernobyl
3,This cemetery on the Potomac is on land originally part of Martha Washington's estate,Arlington National Cemetery
1,"I'm in love with the radio on, sings Jonathan Richman in this song with a cartoonish title",Road Runner
1,"When Marie Osmond toured in this play in 1994, her eldest son, Steven, played Kurt Von Trapp",The Sound of Music
1,"This historical 1969 musical, revived on Broadway in 1997, features the following",1776
1,"Tchaikovsky called this work of his in E flat major ""loud and noisy"", & he never even heard it with fireworks",The 1812 Overture
3,"The Taking My Life in My Hands Award of 1543: This woman, for marrying Henry VIII near the end of his rule, on July 12",Catherine Parr
4,"In 1766 this English chemist discovered the properties of hydrogen, which he called ""inflammable air""",Henry Cavendish
1,The mouthpiece of an oboe contains a double one,Reed
0,Both Spain's & California's highest mountain peaks are in a range called this,Sierra Nevadas
1,Emily Loesser sang the part of Sarah Brown in a recent recording of this musical written by her father,Guys and Dolls
1,"This ""nocturnal"" Moody Blues song was a Top 10 hit in 1972",Nights In White Satin
1,"[Well hey everybody, I'm Naomi Judd]  In mid-1984 Wynonna & I made our first ever concert appearance at Ak-Sar-Ben, a large concert hall in this Nebraska city",Omaha
1,"1992's ""Hello Muddah, Hello Fadduh!"" was inspired by the comic songs of this man",Allan Sherman
3,"He shook up society in the 1960s & later published ""Revolution for the Hell of It"" & ""Steal This Book""",Abbie Hoffman
1,"This ""outlaw"" was Buddy Holly's bass player",Waylon Jennings
3,This 14-letter term refers to the period of readjustment & rebuilding after the Civil War,Reconstruction
2,Richard Henry Dana's 1840 classic based on a voyage he took around Cape Horn,Two Years Before the Mast
4,"The ""super"" class of these stars, the largest known, includes Antares & Betelgeuse",Red giants
4,His uncertainty principle says a particle's position & momentum can't be known simultaneously,Heisenberg
0,"The world's largest world heritage area, it extends for 1,250 miles & covers an area of about 134,000 sq. miles",the Great Barrier Reef
3,"The National Endowment for the Arts & the Truth in Packaging Act were part of LBJ's plan for a ""Great"" this",Society
3,Year in which Franklin Roosevelt was elected for an unprecedented 3rd term as president,1940
3,Adjective for Bavaria's Ludwig II (3),Mad
0,"The Khitans, who founded the Liao dynasty in 907, called this capital city Nanking",Peking (or Beijing)
3,"The spear that killed him in 1779 sold at auction in 2003 for over $400,000",Captain James Cook
4,At 144 degrees ovotransferrin in these common food items denatures & they then begin to set,eggs
2,This John Steinbeck novel centers on Adam Trask & his twin sons Aron & Caleb,East of Eden
2,"This Mark Twain character's father ""Pap"" briefly held him prisoner in a cabin on the Illinois side of the Mississippi",Huckleberry Finn
2,"This James M. Cain novel, which has been filmed ""twice"", was written under the title ""Bar-B-Q""",The Postman Always Rings Twice
3,"In 1937 the Irish Free State, a British dominion, changed its name to this Gaelic one",Eire
2,"Among his novels featuring spy George Smiley are ""Tinker, Tailor, Soldier, Spy"" & ""Smiley's People""",John le Carré
3,It was uninhabited when it was chosen as a terr. capital in 1836 & named for a president who died that year,"Madison, Wisconsin"
2,"In 1899 this Irish poet & dramatist co-founded the Irish literary theatre, which later became the Abbey Theatre",William Butler Yeats
4,The first rockets were used in this country as early as 1232,China
3,"Built to replace the Challenger, this space shuttle made its maiden voyage in May of '92",Endeavour
0,"Hamlet's father, the king of Denmark, killed Fortinbras' father, king of this nearby country",Norway
2,"In 1964's ""From Doon with Death"", she introduced Chief Inspector Reginald Wexford",Ruth Rendell
3,The War of the Spanish Succession consolidated the rule in Spain of Philip V of this French family,Bourbons
2,"Ellen Douglas is the title character of this Scottish author's ""The Lady of the Lake""",Sir Walter Scott
2,"In 1823 Lord Byron penned, ""And, after all, what is a lie?  'Tis but"" this ""in masquerade""",the truth
1,"The English translation of this Debussy work's title is ""Moonlight""",Clair de Lune
1,"This Stephen Sondheim musical was based on the Ingmar Bergman film ""Smiles Of A Summer Night""",A Little Night Music
2,"In 1713 Anne Finch, Lady Winchilsea, wrote a poem to this bird, 106 years before John Keats' ode",nightingale
3,"In Palestine, the Sadducees, who believed in strict Torah, opposed this group who let the law evolve",Pharisees
1,"Bowling for Soup sang, ""There was U2, & Blondie, & music still on MTV"" in this song (Yes kids, MTV used to play music!)",1985
3,In 45 B.C. this Roman's army defeated the 2 sons of Pompey; it would be his final battle,Julius Caesar
2,"This author & illustrator has said, ""Max is like my demented son and he's taking care of his father for life""",Maurice Sendak
2,"In addition to techno-thrillers, he's also written such nonfiction works as ""Submarine"" & ""Fighter Wing""",Tom Clancy
2,"It was a ""New World"" for this Brit when he was asked to write screenplays for ""Jane Eyre"" & ""Pride & Prejudice""",(Aldous) Huxley
3,"In the 1697 Treaty of Rijswijk, the French recognized this Dutch-born man as king of England",William the Orange
0,"Entoto, the old capital, was very cold so the Ethiopian emperor created this capital in 1887",Addis Ababa
3,In 1779 this Pennsylvania city was a state capital as well as the national capital,Philadelphia
0,"Located at the mouth of the Demerara River, it's the capital & largest city",Georgetown
1,"This former Eagle won a Grammy for best male vocal performance for ""The Boys of Summer""",Don Henley
4,"Deoxyribonucleic acid, the genetic material of all cells is better known by this abbreviation",DNA
1,"The 1994 album ""Purple"" by this band includes ""Vasoline"" & ""Interstate Love Song""",Stone Temple Pilots
3,"During the War of 1812, he had command of 3 brigs, 5 schooners & a sloop on Lake Erie",Oliver Hazard Perry
3,"If you went to this European capital that existed only from 1949 to 1990, you'd definitely entered the ""red zone""",East Berlin
0,"This continent's Guiana Highlands, which consist of open grasslands & tropical forests, are thinly populated",South America
0,The Houston ship channel flows into this bay that shares its name with a city,Galveston Bay
3,This telephone inventor was largely home-schooled before becoming a teacher himself at age 16,(Alexander Graham) Bell
4,"In contrast to the hydrosphere, it's the term for the rocky part of the Earth, or its crust",Lithosphere
0,"The most populous city in India, it's also the nation's financial & filmmaking capital",Mumbai (Bombay)
4,A real piece of work (3),an erg
1,"Cash registers ring for Shania Twain in this song that says ""We live in a greedy little world""",Ka-Ching!
1,"A very aggressive gridiron playing style, or a band known for ""Walkin' On The Sun""",Smash Mouth
2,Stradlater is the cocky prep school roommate of this J.D. Salinger teenager,Holden Caulfield
3,"Named for 3 cities, this railway connected Kansas to California","Atchison, Topeka & Santa Fe"
1,"It wasn't deja vu when this member of Destiny's Child sang with Jay-Z on the 2006 song ""Deja Vu""",Beyoncé
1,"You may have studied these Chopin pieces whose name is French for ""studies""",études
1,There's a Great Highland type of this musical instrument,bagpipes
0,"The Casa Rosada, residence of this country's president, stands on the Plaza de Mayo in Buenos Aires",Argentina
1,"When this Off-Broadway show closed in 2002, its lyricist said, ""You can't be sad for a show that has run 42 years""",The Fantasticks
3,Robert McNamara served in this post 1961-68,Secretary of Defense
0,The hot water heating of this northern European capital is drawn directly from underground springs,"Reykjavik, Iceland"
0,"Most of Africa's major rivers, including the Congo & the Niger, flow into this ocean",Atlantic
3,"This ""Magnificent"" sultan, seen here, was the 10th ruler of the Ottoman Empire",Suleiman
1,Apartment Payment,Rent
1,"___ Face or ""___ Girl""",Funny
3,"After this waterway opened in 1825, freight rates between Buffalo & NYC were cut by more than 90%",Erie Canal
0,"Everybody Hates Chris, who lives in this borough",Brooklyn
1,"This composer of Armenian heritage is best known for the ""Sabre Dance"" from his ballet ""Gayane""",(Aram) Khachaturian
0,"This 1,800-square-mile Canadian lake sits entirely within a prairie province of the same name",Lake Manitoba
0,This area that was created in 1960 & has oil companies licking their chops is dominated by the Brooks Range,ANWR (Arctic National Wildlife Refuge)
3,"In 1616 she went to England with her husband, John, & her infant son",Pocahontas
2,"A Joyce epic: ""Odysseus""",Ulysses
4,"In November 2009 science news, a NASA probe found water here, & not a little bit, either",the Moon
0,"Carson City, the capital of this western state, is named for Kit Carson",Nevada
2,"Shelley's ""Ode to the West Wind"" ends, ""If winter comes, can spring be"" this",far behind
4,One type of this device measures wind speed by means of cups rotating horizontally,Anemometer
2,"Irving Wallace wrote 1959's ""The Fabulous Showman"" about this ""Prince of Humbugs""",P.T. Barnum
3,"His 1750 farewell sermon was calm but his 1741 ""Sinners in the Hands of an Angry God"" sermon had terrified people",Jonathan Edwards
0,"Mapmakers named this Colorado mountain after its 1806 discoverer, who had called it Grand Peak",Pikes Peak
1,"Timon, Pumbaa & Simba are all characters in this musical",The Lion King
2,"Shelley's poem about this character ""unbound"" contains characters like Ione & Hercules",Prometheus
2,"A.E. Housman “heard a wise man say , give crowns & pounds & guineas but not” this away",your heart
1,"This Beethoven piano concerto, Opus 73, sounds fit for more than a king","the ""Emperor Concerto"""
1,The group that finished the '80s as Starship first took off in the '60s under this name,Jefferson Airplane
0,"Venezuela has the world's 2 tallest waterfalls, Cuquenan & this one",Angel Falls
2,Time in this futuristic Aldous Huxley novel is measured from the invention of the Model T Ford,Brave New World
0,This small Mideastern country's Bekaa Valley is a fertile farming area,Lebanon
3,"Though elected to the senate in 1930, this Louisiana governor didn't take his seat until 1932",Huey Long
3,"While serving in this cabinet post, Edward R. Stettinius, Jr. signed the U.N. charter for the U.S. June 26, 1945",Secretary of State
1,"4th note of the musical scale or ""a long, long way to run""",fa
3,"In 1882 his play ""Ghosts"" had its world premiere in Chicago, not in Oslo, but it was presented in Norwegian",Ibsen
3,"A phase of the Napoleonic Wars, The Peninsular War, 1808-1814, was fought on this peninsula",Iberian Peninsula
0,"On April 1, 1945 U.S. forces landed on this largest of the Ryukyu Islands; in 1972 we gave it back to Japan",Okinawa
0,"Located on the Tropic of Capricorn, this, Brazil's largest city, stays cool because of its altitude",São Paulo
1,"The timbrel mentioned in the Bible, it consists of a parchment stretched over a wooden hoop with metal jingles",tambourine
1,Hit song title shared by Kris Kross & Van Halen,Jump
4,It's the main metal in both bronze & brass,copper
2,"In Jules Verne's ""The Mysterious Island"", this captain is buried at sea in his submarine",Captain Nemo
1,"It's alive!  This Mel Brooks film, a ""monster"" hit in 1974, has been galvanized into a musical",Young Frankenstein
0,The Gobi Desert straddles these 2 countries,Mongolia & China
1,"A tall, narrow champagne glass",a flute
1,"In 1892 this Finn married Aino Jarnefelt, sister of the Finnish-born composer Armas Jarnefelt",Jean Sibelius
4,"Of Venus, Mars or Saturn, the planet whose mean distance from the sun is 67,230,000 miles",Venus
4,In Latin this metal is known as aurum,Gold
1,"In Latin America, this large xylophone can accommodate 3 or 4 musicians at a time",a marimba
3,"From 1954 to 1996, the Dodgers had only 2 managers: Walter Alston & this man",Tommy Lasorda
1,"He had the same real name as one of the Monkees, so this ""Space Oddity"" man named himself after a knife",David Bowie
4,A Mr. Whipple shared the 1934 Nobel Prize for showing daily eating of this raw organ meat helps cure anemia,liver
4,"Several centuries after the Chinese used negative numbers, people in India came up with the concept of this number",Zero
1,In 950 this instrument in Winchester Cathedral needed 70 men to work the bellows,Organ
3,"The ""Rough Wooing"" involved Henry VIII's plan to have his kid Edward marry this Scottish infant, later a queen","Mary, Queen of Scots"
0,This Estonian capital was founded by Danish forces who occupied the area in 1219,Tallinn
3,"Built between 1891 & 1916, the Trans-Siberian Railway runs from Chelyabinsk to this Pacific city",Vladivostok
3,One of the first Europeans to reach North America was this son of Eric the Red,Leif Ericson
2,"His first & middle names were Pelham Grenville, but his friends called him ""Plum""",P.G. Wodehouse
1,"This Italian composer known for his Concerti Grossi, Opus 6, played violin, not mandolin",Corelli
2,"While recovering from an illness, P.L. Travers wrote her first stories about this magical British nursemaid",Mary Poppins
4,One who'll give you blood or the kidney off his back,donor
2,"After this epic Russian novelist didn't win in 1901, he wrote a letter declining the prize thereafter",Leo Tolstoy
2,Dominick's cinnamon rolls,Dunne's buns
0,"Once known as Urga, this capital city is the cultural center of Mongolia",Ulan Bator
1,"This actress, who originated the role of Anna in ""The King & I"", died during its run in 1952",Gertrude Lawrence
1,Tympanic membrane,the eardrum
2,"I saw the best minds of my generation destroyed by madness, begins this Allen Ginsberg poem",Howl
4,Bright blue clouds of methane surround this eighth planet from the sun,Neptune
3,An 1879 mass movement of Southern blacks to the West was known by this Biblical name,The Exodus
2,"In Frank Herbert titles, this word follows ""Children of"", ""Heretics of"" & ""God Emperor of""",Dune
4,"Eugene Dubois died in 1940 still believing his ""Java Man"" to be this legendary connector between man & ape",the missing link
1,"Ordinary People singer John Stephens took on this last name, the stuff that myths are made of",Legend
1,"In 1983 this group had its first No. 1 hit in the U.S. with ""Every Breath You Take""",The Police
2,"In Sir Walter Scott's poem, it precedes ""when first we practice to deceive""","Oh, what a tangled web we weave"
1,"Before reaching stardom with ""You Give Good Love"", she had a short career as a model",Whitney Houston
4,"On June 1, 1831, James Clark Ross discovered this when a compass needle he was holding pointed straight down",Magnetic North Pole
3,"Cypselus of Corinth was this, a Greek term for one who takes power by force & rules oppressively",a tyrant
4,"A substance to start a fire, or the point that's the lowest temperature at which something will autoignite",the kindling point
4,"Able to ""sleep"" in dried eggs for years, the ever-popular sea monkeys are actually a brine type of this",shrimp
0,Arabs call this Libyan capital Tarabulus,Tripoli
1,"Italian for ""in chapel style"", it's the term for singing without instrumental accompaniment",a cappella
1,The pitch of one of the two standard orchestra clarinets,B Flat and A
2,"In this detective's 1892 ""Adventure of the Blue Carbuncle"", the carbuncle was a blue garnet hidden in a goose",Sherlock Holmes
1,"At 18, this composer studied with Friedrich Wieck & met Wieck's 9-year-old daughter Clara, his future wife",Robert Schumann
0,This city located on the Rhine River became West Germany's capital in 1949,Bonn
2,Tantor the elephant is a childhood companion of this Edgar Rice Burroughs character,Tarzan (of the apes)
2,"His eccentric novel ""Tristram Shandy"" contains blank pages & 1-sentence chapters",Laurence Sterne
3,"In March 1839 the Chinese seized over 20,000 chests of this from British merchants in Guangzhou, causing war",opium
3,"In 1871 Chicago, Al promises to retrieve this woman's lantern from a barn but he'll get to it in a minute; oops",Mrs. O'Leary
1,"Penillion, a traditional form of Welsh singing, is almost always accompanied by this musical instrument",the harp
1,"Near, far, wherever you are, it was the Grammy-winning Record of the Year for 1998",My Heart Will Go On
2,This monumental work by Edward Gibbon covers 13 centuries until the capture of Constantinople,The Decline and Fall of the Roman Empire
1,"The ""Bodyguard"" soundtrack spawned her hit ""I Will Always Love You""",Whitney Houston
1,"An 1898 opera by Rimsky-Korsakov concerned these ""Amadeus"" adversaries",Mozart & Salieri
3,Radical Republicans impeached & tried to remove this president in 1868,Andrew Johnson
2,"Completes the title of Olive Ann Burns' novel ""Cold Sassy...""",Tree
4,"Term given to the Communist doctrine formulated by Lenin; it's from the Russian for ""majority""",Bolshevism
1,"ABBA: ""You are the dancing queen, young & sweet, only ____""",17
1,"This song standard is subtitled ""I Didn't Want to Do It""",You Made Me Love You
3,"In classic commedia dell'arte, many characters wore these on their faces, but the lovers did not",masks
2,"Bleak House opens in this city, where, ""at the very heart of the fog, sits the Lord High Chancellor""",London
4,In 1905 this physicist proposed that photons were the carriers of electromagnetic energy,Albert Einstein
2,"It wasn't until 1825 that his diary of the 1660s, written in shorthand, was deciphered",Samuel Pepys
3,John Q. Adams & Henry Clay were among those who negotiated the Treaty of Ghent that ended this war,the War of 1812
2,No More Vietnams,Richard Nixon
1,"I get knocked down, but I get up again are lyrics from this song by Chumbawamba",Tubthumping
0,New Jersey's eastern border is formed by the Atlantic Ocean & this river,Hudson River
2,First line of the poem thought to be based on Mary Sawyer's experience at a Massachusetts school-house around 1815,"\""Mary had a little lamb\"""
3,"This Asian political party was founded in 1885 with ""Indian National"" as part of its name",the Congress Party
1,Richard Strauss used double basses for Jokanaan's beheading in the opera about this princess,Salomé
3,Edmund Randolph's Virginia Plan was used as the basis for this important American document of 1787,The Constitution
1,"The cast of TV's ""Friends"" appeared in this Rembrandts video, the show's theme song",I'll Be There For You
1,"Before Whitesnake, Dave Coverdale was a member of this ""colorful"" ""Smoke On The Water"" group",Deep Purple
3,"I've had it ""on my mind"" that this state has joined the Union 3 times, in 1788, 1868 & 1870",Georgia
0,"This word for a love affair comes from the name of the ""eternal city""",romance
4,"Physician Robert  Graves described exophthalmic goiter, a condition now named for him, which affects this gland",the thyroid
2,"A character known as ""Sister"" narrates this Mississippi woman's famous story ""Why I Live at the P.O.""",Eudora Welty
3,"In Len Deighton's ""SS-GB"", the Nazis have occupied England & sent this leader before a firing squad",Churchill
3,The nuclear submarine Nautilus was in this ocean when it sailed under the North Pole,Arctic Ocean
3,"Around 2600 B.C. Pharaoh Djoser was entombed in a step one, the first large stone structure",Pyramid
2,This poem by Matthew Arnold mentions the French coast & the cliffs of England,Dover Beach
2,"This British poet wrote, ""That's my last duchess painted on the wall, looking as if she were alive""",Robert Browning
3,"After winning the disputed 1876 election, he was inaugurated to cries of ""Rutherfraud""",Rutherford B. Hayes
1,"She had 8 Top 10 country hits with George Jones, 4 of them after their d-i-v-o-r-c-e",Tammy Wynette
3,"Shrapnel from a 1916 munitions storage plant explosion in Jersey City, NJ damaged this famous statue",Statue of Liberty
1,"Profession of the title character of ""Little Johnny Jones"", featuring the song ""The Yankee Doodle Boy""",jockey
3,The Yi dynasty ruled this country from 1392 until its annexation by Japan in 1910,Korea
3,Hacker Robert Morris' 1988 program with the name of this slithery creature crashed a tenth of the Internet,worm
2,This 1908 work that was followed by several sequels is the bestselling book ever written by a Canadian,Anne of Green Gables
0,"This river is navigable from Basel, Switzerland to its mouth at the North Sea",the Rhine
1,Siberian-born Israel Baline was known around Tin Pan Alley by this name,Irving Berlin
4,"With a diameter averaging about 7 miles, it's the smaller of Mars' 2 moons",Deimos
3,Pocahontas was married to this man for just 3 years before her death in 1617,John Rolfe
3,This Athenian lawmaker revised most of Draco's 7th century B.C. code of justice,Solon
4,"Oddly, this property is lower in solid than in liquid water, so ice floats",density
2,"Her novel ""The Fountainhead"" was rejected by 12 publishers, some of whom declared it too controversial",Ayn Rand
1,"A grandma before her 30th birthday, she's the real ""Coal Miner's Daughter""",Loretta Lynn
2,"In 1831 this artist & naturalist began to write ""The Ornithological Biography""",John James Audubon
1,"A 1787 Mozart serenade, or a 1973 Sondheim show",A Little Night Music
3,In 1957 Sir Bernard Lovell built what was then the largest radio telescope in time to track this 1st satellite,Sputnik
2,"In 1896 he said his mother had lost her childhood at 8; he ""knew a time would come when I also must give up the games""",J.M. Barrie
3,This Brit's battles at Assaye & Argaom in India prepared him for Napoleon,Wellington
3,id Software says hardcore PC games went mainstream in 1994 when it unleashed this fatal-sounding game,Doom
4,"Born Paris 1859, found piezoelectricity 1880, married Marie 1895, radiated success, died 1906",Pierre Curie
0,This Algerian port's old city is dominated by the Casbah,Algiers
1,"This ""Walk Away"" singer didn't thank ""American Idol"" when she won a Grammy in 2006",Kelly Clarkson
3,This little protege of P.T. Barnum led a playful attack on Queen Victoria's poodle after the dog barked at him,Tom Thumb
4,It's the flowing back of the tide as the water returns to the sea,ebb
0,"During the rainy season the Mekong backs into the Tonle Sap, flooding the central part of this country",Cambodia
2,"Byron was Lord Byron from age 10; this poet had to wait until his 70s, in 1884",Alfred Lord Tennyson
1,"His No. 1 country song ""A Boy Named Sue"" was recorded live at San Quentin Prison",Johnny Cash
3,Many of them left France when Louis XIV revoked the Edict of Nantes,the Huguenots
1,The snare & timpani are 2 of the most popular types of these,Drums
2,"It's the English title of Isabel Allende's novel ""La Casa de los Espiritus""",The House of the Spirits
1,"Of Reba McEntire's performance in this show, Ben Brantley said she didn't ""need a gun to bring"" NYC ""to its knees""","Annie, Get Your Gun"
0,"Luckily, the 1947 Alan Ladd film named for this city wasn't a ""black hole"" in his career",Calcutta
2,"After picking up his book ""Moby Dick"", you might be relieved to know he wrote short stories too",Herman Melville
0,Seoul's chief seaport is this nearby city where MacArthur's troops landed in September 1950,Inchon
2,"Voltaire's mock heroic ""La Pucelle"" features this medieval warrior maid",Joan of Arc
2,"In a 1996 novel Jane Mendelsohn adopts the voice of this female aviator, lost on a desert island",Amelia Earhart
1,"When he died in 1924, he was working on the last act of ""Turandot""; Franco Alfano completed the opera",(Giacomo) Puccini
3,"In 1784 these 2 future presidents saw an early manned balloon flight in Paris &, in 1793, America's 1st, in Philadelphia",John Adams & Thomas Jefferson
1,"On May 2, 1936 ""Peter and the Wolf"" had its world premiere in this capital city",Moscow
3,"Declaring bankruptcy to get out of jail in 1819, he now had time to smell the roses & draw the birds",Audubon
3,From India the Arabs got the point of this number system also called the Hindu-Arabic System,Decimal System
3,"Sir Fulke Greville, a courtier of this Tudor queen, was later stabbed to death by a servant in 1628",Elizabeth I
1,"She called her 2001 & 2002 tours ""Dream Within a Dream""",Britney Spears
3,"During his 22-year career he walked a then-record 2,056 times",Babe Ruth
3,In the 1920s Margaret Mitchell wrote for this Atlanta newspaper that later merged with the Constitution,the Journal
4,"Alha 81005, the first meteorite proven to have come from the moon, was found on this desolate continent",Antarctica
0,This country contains South America's highest & lowest points,Argentina
4,In 2006 a pulse of this type of beam sent a message a record 15 million miles to the MESSENGER spacecraft,a laser beam
2,Ruskin & Bunyan,John
4,In 1896 this French scientist accidentally discovered radioactivity while researching fluorescence,Antoine Becquerel
3,"In 1967, this Latin American country admfited aiding Venezuelan guerrillas in Venezuela",Cuba
3,"Medieval plagues were caused in part by widespread killing of these now common animals, then considered evil",Cats
4,"In 1919 this rocket pioneer published ""A Method of Reaching Extreme Altitudes""",(Robert) Goddard
4,In 1975 in Texas scientists found fossils of this flying lizard with a more than 50' wingspan,a pterodactyl
3,"As Charles I couldn't attend this in Paris in May 1625, the Duke of Buckingham was his proxy",his wedding
1,"Velma Von  Tussle, Tracy Turnblad, Corny Collins",Hairspray
1,"In his song ""Russians,"" he wondered ""How can I save my little boy from Oppenheimer's deadly toy?""",Sting
3,In 1468 this teen was recognized as heiress to the throne of Castile,Queen Isabella
2,"In German, the title of this Thomas Mann novella is ""Der Tod in Venedig""",Death In Venice
2,"Squealer, this type of ""Animal Farm"" animal, gets so fat he can barely see",pig
3,This tribunal flourished in Spain for centuries until it was finally suppressed in 1834,The Spanish Inquisition
4,"During this process, the opposite of photosynthesis, plants use oxygen & give up water & carbon dioxide",Respiration
0,"First colony since 1776 to break from Britain without consent, it is now Zimbabwe",Rhodesia
1,"August 16, 1977 in Memphis, Tennessee",Elvis Presley
2,"During the War Of 1812, this ""Rip Van Winkle"" author wrote biographies of Naval commanders",Washington Irving
4,"Every community is established with a view to some good, says this ancient man's ""Politics""",Aristotle
1,It's the classic heard here,Down on the Corner
0,Continent with the most square miles of dry desert,Africa
2,"This 19th century author of ""Les Fleurs du Mal"" translated Poe's tales into French",Charles Baudelaire
1,"Terpsichore, the muse of dance, is usually depicted holding this stringed instrument",a lyre
3,"In 1996 Michael DeBakey advised this Russian to have a bypass, prolonging his presidency & life",Yeltsin
4,"Like our moon, only one side of Titan, this planet's satellite, always faces the planet's surface",Saturn
0,"Russia's southernmost point lies in Dagestan, a republic bordering this saltwater lake",the Caspian Sea
1,"This American rocker's 1st Top Ten hit in the United Kingdom was ""Dancing in the Dark"" in 1985",Bruce Springsteen
1,"Ironically, one of the last works Franz Schubert heard was this type of mass, by his brother Ferdinand",a requiem
0,It's the landlocked African country formerly known as Bechuanaland,Botswana
3,A skirmish over the theft of one of the Discovery's boats led to this explorer's murder in 1779,Captain James Cook
0,This sea cave on Capri is named for the color of the light produced when the sun shines through its waters,the Blue Grotto
3,Fingers were pointed at Syria when this ex-P.M. of Lebanon was killed in February 2005,Rafik Hariri
1,"Blessed are they that go mourning is the opening chorus of Brahms' ""German"" this",Requiem
1,"In France, this musical was known as ""Brillantine""; in Mexico, it was ""Vaselina""",Grease
1,"1950: ""Fiji's Neck of the Ocean""",South Pacific
2,"This author of ""The Alexandria Quartet"" was the elder brother of zoologist & writer Gerald Durrell",Lawrence Durrell
4,"The science of acoustics studies how these waves are created, transmitted & received",sound waves
3,"Radio Golf is the last play in this ""Fences"" author's 10-play cycle about the African-American experience",August Wilson
2,"His 1958 novel ""Our Man in Havana"" takes place in pre-Castro Cuba",Graham Greene
1,"Spohr wrote one of these for (start counting) flute, oboe, horn, clarinet, bassoon, violin, viola, cello & double bass",a nonet
0,This Utah river named for a river in the Holy Land flows from freshwater Utah Lake to the Great Salt Lake,Jordan River
3,"In a March 1775 speech he also said, is ""peace so sweet as to be purchased at the price of chains and slavery?""",Patrick Henry
1,"I want a vodka cocktail whenever I hear the name of this ""South Pacific"" character who's Liat's mother",Bloody Mary
2,"The full title of his 1947 book was ""Tales of the South Pacific""",James Michner
1,"Beethoven's ""Solemnis"" is this type of religious work",a mass
3,"Including, in 19th century, one quarter of world's land & people, the sun never set on it",the British Empire
3,"On July 9, 1776 this state's legislature met in White Plains & ratified the Declaration of Independence",New York
2,Henry Fleming shares a tent with a loud soldier & a tall soldier in this Stephen Crane novel,The Red Badge of Courage
3,Joan of Arc became the maid of this city when she led French troops to victory there in May 1429,Orleans
2,"Russell, a fox, appears in ""The Nun's Priest's Tale"" of this Chaucer work",The Canterbury Tales
3,In 794 Emperor Kammu established the Japanese capital in this city that was then called Heian-Kyo,Kyoto
1,"LFO's ""Girl on TV"" is this girl who has the time of her life in Neutrogena ads",Jennifer Love Hewitt
0,The large region known as the Laurentian Plateau is also known as the Canadian this,the Canadian Shield
1,"From Old French for ""entertainer"", they were the strolling musicians of the Middle Ages",minstrels
0,"About 70,000 now live in this planned ""new town"" founded in 1967 between Baltimore & D.C.",Columbia
0,The ownership of the islands of Tierra del Fuego is shared by these 2 nations,Chile & Argentina
3,In 1534 this Frenchman became the first European to set foot on the Gaspe Peninsula & sail up the St. Lawrence River,Cartier
2,"Merlin the Magician cast a spell putting this title character to sleep for 1,300 years",A Connecticut Yankee (In King Arthur's Court)
2,"Manet did illustrations for a French translation of this author's poem ""The Raven""",Edgar Allan Poe
0,National Park famous for faithful aquatic eruptions,Yellowstone
4,"From the Greek for ""dissection"", this science deals with the structure of the human body",anatomy
